id_oglasa,naslov,tip_nepremicnine,stevilo_sob_opis,stevilo_sob,cena,valuta,m2,leto_gradnje,nadstropje,opis_kratek,opis_poln,regija,upravna_enota,obcina,naselje,url_oglasa
7323343,"OPATIJA - CENTER, - CENTAR",Stanovanje,2-sobno,2.0,2500.0,EUR,79.0,2025,,"79 m2, 2-sobno, novogradnja - zgr. l. 2025, oddamo. Cena: 2.500,00 EUR/mes","OPATIJA CENTER – LUKSUZNO STANOVANJE 79,62 m² Z POGLEDOM NA MORJE IN GARAŽO – NAJEM 2.500 € V samem centru Opatije, v sodobni novogradnji vrhunske kakovosti iz leta 2025, se oddaja luksuzno stanovanje velikosti 79,62 m² z prostornim pokritim balkonom in odprtim pogledom na morje, le 150 metrov od morja. Stanovanje se nahaja v stavbi z dvigalom, ki vodi neposredno iz garaže do stanovanja. Sestavljeno je iz predsobe, prostorne dnevne sobe z bio kaminom, jedilnice in popolnoma opremljene kuhinje z izhodom na balkon, dveh spalnic (glavna z lastno kopalnico) ter dodatne kopalnice/WC-ja. Opremljeno je z vrhunskimi materiali in sodobnimi sistemi: toplotna črpalka, talno ogrevanje, klimatske naprave, aluminijasto stavbno pohištvo, električne rolete, parket, protivlomna vrata, video nadzor in optični internet. Stanovanju pripada garažno parkirno mesto velikosti 12,51 m², kar je velika prednost v centru mesta. Lokacija je odlična – le nekaj minut hoje do morja, plaž in sprehajališča Lungomare ter vseh potrebnih storitev. Mesečna najemnina: 2.500 € Nepremičnina predstavlja idealno kombinacijo luksuza, prestižne lokacije in kakovostnega bivanja na eni najbolj zaželenih destinacij na Kvarnerju. ID CODE: 7849 Euro Immobilien d.o.o. Mob: 385994440660 Tel: +385 51 220 024 E-mail: info@euro-immobilien.hr www.euro-immobilien.hr",Primorsko-goranska,VSE,Opatija,Opatija - Center,https://www.nepremicnine.net/oglasi-oddaja/opatija-center-centar-stanovanje_7323343/
7250033,"OPATIJA - CENTER, - CENTAR",Stanovanje,3-sobno,3.0,2500.0,EUR,100.0,2022,,"100 m2, 3-sobno, novogradnja - zgr. l. 2022, oddamo. Cena: 2.500,00 EUR/mes","Na eni izmed najbolj iskanih lokacij v Opatiji, le 200 metrov od morja in 500 metrov od središča mesta, se nahaja to moderno urejeno stanovanje v izmeri 100,07 m², ki je na voljo za dolgoročni najem. Stanovanje se nahaja v prvem nadstropju stanovanjske stavbe s skupno tremi nadstropji in obsega tri spalnice, dnevno sobo, kuhinjo, tri kopalnice, hodnik ter dva balkona s prostim pogledom na morje. Stanovanje je bilo v celoti prenovljeno leta 2022 – zamenjane so bile vse električne in vodovodne inštalacije, položene nove ploščice in tla, prenovljene kopalnice, vgrajeno PVC stavbno pohištvo in protivlomna vrata. Vgrajeno je bilo tudi talno ogrevanje in klimatska naprava, kar zagotavlja visoko raven udobja skozi vse leto. Stanovanju pripadata tudi shramba v izmeri 7 m² in dodatno skladišče. Oddaja se popolnoma opremljeno in je pripravljeno za takojšnjo vselitev brez dodatnih vlaganj. Po potrebi so na voljo brisače in posteljnina. V stanovanju je pralni stroj, po dogovoru pa je možno dodati tudi sušilni stroj. Prav tako se lahko v dogovoru z lastnikom doda dodatna omara, če je potrebna. Stanovanje se oddaja dolgoročno, za najmanj eno leto z možnostjo podaljšanja. Primerno je za štiri osebe, možno pa je tudi več oseb ob dogovoru in višji ceni. Ob podpisu najemne pogodbe je obvezna varščina v višini dveh mesečnih najemnin. Ta nepremičnina je odlična priložnost za vse, ki iščejo prostorno in kakovostno opremljeno stanovanje v neposredni bližini morja in vseh vsebin, ki jih ponuja Opatija. ID CODE: 1295 Filip Blažević, prof. Agent s licencom Mob: +385 99 883 3132 Tel: +385 51 333 888 E-mail: f.blazevic@relax-nekretnine.com https://relax-nekretnine.com/",Primorsko-goranska,VSE,Opatija,Opatija - Center,https://www.nepremicnine.net/oglasi-oddaja/opatija-center-centar-stanovanje_7250033/
7392409,"OPATIJA - CENTER, - CENTAR",Stanovanje,2-sobno,2.0,2700.0,EUR,122.0,2023,,"122 m2, 2-sobno, novogradnja - zgr. l. 2023, oddamo. Cena: 2.700,00 EUR/mes",,Primorsko-goranska,VSE,Opatija,Opatija - Center,https://www.nepremicnine.net/oglasi-oddaja/opatija-center-centar-stanovanje_7392409/
7392374,"OPATIJA - CENTER, - CENTAR",Stanovanje,2-sobno,2.0,3000.0,EUR,132.0,2023,,"132 m2, 2-sobno, novogradnja - zgr. l. 2023, oddamo. Cena: 3.000,00 EUR/mes","Luksuzno stanovanje v novi stavbi, v samem centru Opatije, le 200 metrov od morja. Ta čudovit apartma vam ponuja vse prednosti bivanja v enem izmed najbolj privlačnih turističnih krajev na Jadranu. Stanovanje obsega hodnik, dnevno sobo s kuhinjo in jedilnico, dve spalnici, tri kopalnice in shrambo. V kleti je shramba in dve parkirni mesti v garaži. Značilnosti: ▪ Prostorna dnevna soba s panoramskimi okni, ki ponujajo pogled na morje in obalo. ▪ Popolnoma opremljena moderna kuhinja z visokokakovostnimi aparati. ▪ Opremljene spalnice z omarami po meri. ▪ Luksuzno urejene kopalnice s steklenimi tuši in luksuznimi detajli. Oprema: ▪ Opremljenost je na visokem nivoju in je v celoti opremljena z modernim in dizajnerskim pohištvom, vrhunsko keramiko in parketom. Sistem ogrevanja in hlajenja je zagotovljen s spa žerjavi - coilover sistem in talnim gretjem. ▪ Garaža in dvigalo. ▪ Mirna in zasebna lokacija, a blizu vseh objektov in plaž. ▪ Skupni bazen velikosti 11x3m. Ta ekskluzivna rezidenca se nahaja na odlični lokaciji, v neposredni bližini vseh zgodovinskih znamenitosti, plaž, restavracij in promenade Lungomare v Opatiji. Ta kombinacija visokokakovostnega bivanja in bližine vseh mestnih dobrin naredi to nepremičnino popolno kombinacijo razkošja in praktičnosti. Odlična nepremičnina vredna pozornosti. Za več informacij in ogled kontaktirajte agenta. ID CODE: 3996 Filip Popović Asistent u posredovanju u prometu nekretnina Mob: +385 91 4034 801 Tel: +385 51 858 544 E-mail: filip@pontera.hr www.pontera.hr",Primorsko-goranska,VSE,Opatija,Opatija - Center,https://www.nepremicnine.net/oglasi-oddaja/opatija-center-centar-stanovanje_7392374/
7392418,"OPATIJA - CENTER, - CENTAR",Stanovanje,2-sobno,2.0,2800.0,EUR,139.0,2023,,"139 m2, 2-sobno, novogradnja - zgr. l. 2023, oddamo. Cena: 2.800,00 EUR/mes",,Primorsko-goranska,VSE,Opatija,Opatija - Center,https://www.nepremicnine.net/oglasi-oddaja/opatija-center-centar-stanovanje_7392418/
7340289,"OPATIJA, LIPOVICA",Stanovanje,1-sobno,1.0,2300.0,EUR,76.0,1850,,"76 m2, 1-sobno, zgrajeno l. 1850, oddamo. Cena: 2.300,00 EUR/mes","Nedaleč od centra Opatije je čudovita vila s parkovnim in obdelanim zemljiščem okoli hiše in vrtom tik ob promenadi lungo mare in prvih bližnjih plažah, s pogledom na Reko in otoke, v kateri smo oddamo enosobno stanovanje v 2. nadstropju z balkonom 76 m2. Stanovanje je zasnovano kot prostor za sprostitev z vsemi ugodnostmi za udobno življenje. Omogoča, da ogrevanje in hlajenje rešimo nekaj ur pred prihodom v stanovanje preko mobilnega telefona. V stanovanje lahko vstopimo tudi s kodo ali klasičnim ključem. Stanovanje obsega: spalnico, dnevno sobo z balkonom in jacuzzijem, hodnik, kuhinjo in kopalnico s tuš kabino. Na vrtu, v katerega lahko vstopimo le s kodo za odpiranje železnih vrat ob signalu, nas čakata dve pokriti parkirni mesti, ki ju vsakodnevno varujeta nadzorna kamera, kot tudi okolico vile. Ob vstopu v posest lahko takoj uživamo v pogledu na morje na eni izmed urejenih zelenih trat teras, za katere skrbi vrtnar vile. Stanovanju pripadata dve urejeni zelenici površine cca 150 m2. Že samo skozi parkovno dvorišče nas dvajset korakov loči od izhoda z dvorišča do prve plaže ob morju. Tukaj, na sosednji zeleni terasi, lahko uživamo v zelenju, miru, stran od pogleda kopalcev, vdihavamo vonj morja in poslušamo šum morja in valov. Vsa vsebina kot so trgovine, pošte, restavracije, kavarne, šole, vrtci so v nekaj minutah hoje. ID CODE: 121-048 Elizabeta  Lovko Licencirana agentica za nekretnine Mob: +385916133776, +385995677888 E-mail: eli@kaiser-immobilien.hr www.kaiser-immobilien.hr",Primorsko-goranska,VSE,Opatija,Opatija,https://www.nepremicnine.net/oglasi-oddaja/opatija-lipovica-stanovanje_7340289/
7408500,"OPATIJA, PUNTA KOLOVA",Stanovanje,1-sobno,1.0,1500.0,EUR,64.0,1910,,"64 m2, 1-sobno, zgrajeno l. 1910, oddamo. Cena: 1.500,00 EUR/mes","V Opatiji, blizu centra Slatine, le nekaj minut hoje od prelepih opatijskih plaž in promenade Lungo Mare, se nahaja enosobno stanovanje z veliko teraso in odprtim pogledom na marino in morje. Koncept stanovanja je: spalnica, večja kopalnica z wc-jem, predsoba, kuhinja z dnevno sobo in terasa. Ob terasi je zunanji žar za prijetna poletna in druga druženja. S sedežne garniture v dnevni sobi gledamo na morje in zeleno okolje. Stanovanje ima talno ogrevanje in klimo. Na dvorišču hiše, stanovanju pripada 1 parkirno mesto. Kraj za vrhunsko sprostitev in sprostitev, pa tudi za bivanje v miru, pa vendar blizu vseh dobrin. Reka je oddaljena približno 20 minut vožnje z avtomobilom, Zagreb, Pula in Ljubljana približno 1 uro in 30 minut, letališče Krk približno 40 minut. Za dodatne informacije in ogled kontaktirajte vašega agenta: Eli Lovko, mob: 0916133776; eli@kaiser-immobilien.hr Agencijska provizija znaša 3% + DDV ID CODE: 121-014 Elizabeta  Lovko Licencirana agentica za nekretnine Mob: +385916133776, +385995677888 E-mail: eli@kaiser-immobilien.hr www.kaiser-immobilien.hr",Primorsko-goranska,VSE,Opatija,Opatija,https://www.nepremicnine.net/oglasi-oddaja/opatija-punta-kolova-stanovanje_7408500/
7393694,"OPATIJA, PUNTA KOLOVA",Stanovanje,3-sobno,3.0,3300.0,EUR,220.0,,,"220 m2, 3-sobno, oddamo. Cena: 3.300,00 EUR/mes",ID CODE: 2765 Rijeka Mob: +385 51 858 544 Tel: +385 51 858 544 E-mail: info@mololongorealestate.com www.ponteraproperties.com,Primorsko-goranska,VSE,Opatija,Opatija,https://www.nepremicnine.net/oglasi-oddaja/opatija-punta-kolova-stanovanje_7393694/
7409559,OPATJE SELO,Stanovanje,2-sobno,2.0,500.0,EUR,55.0,1988,3/2,"55 m2, 2-sobno, zgrajeno l. 1988, 3/2 nad., oddamo. Cena: cca 500,00 EUR/mes",,S.Primorska,Nova Gorica,Miren - Kostanjevica,Opatje Selo,https://www.nepremicnine.net/oglasi-oddaja/opatje-selo-stanovanje_7409559/
7290548,OPOROVEC,Stanovanje,2-sobno,2.0,850.0,EUR,69.0,2025,,"69 m2, 2-sobno, novogradnja - zgr. l. 2025, oddamo. Cena: 850,00 EUR/mes",,Mesto Zagreb,VSE,Zagreb-mesto,Oporovec,https://www.nepremicnine.net/oglasi-oddaja/oporovec-stanovanje_7290548/
7254071,"OPOROVEC, DUBEC, GORNJA DUBRAVA",Stanovanje,5 in večsobno,,199.0,EUR,220.0,,,"220 m2, 5 in večsobno, oddamo. Cena: 199,00 EUR/mes",,Mesto Zagreb,VSE,Zagreb-mesto,Oporovec,https://www.nepremicnine.net/oglasi-oddaja/oporovec-dubec-gornja-dubrava-stanovanje_7254071/
7305902,"OPOROVEC, DUBRAVA",Stanovanje,1-sobno,1.0,950.0,EUR,81.0,,,"81 m2, 1-sobno, oddamo. Cena: 950,00 EUR/mes","Čudovito stanovanje s skupno površino 81,08 m² se nahaja v Dubravi, v četrtem nadstropju novogradnje z dvigalom. Stanovanje se ponaša s funkcionalno in dobro organizirano razporeditvijo, ki ponuja udoben in praktičen bivalni prostor.Sestavljeno je iz odprtega prostora, ki združuje dnevno sobo in jedilnico, kuhinje z otokom, ločene spalnice z vgradnimi omarami in prostorne kopalnice s kadjo. Dnevni prostor omogoča dostop do velike terase, obrnjene proti zahodu, kar zagotavlja obilo naravne svetlobe popoldne.Stanovanje je opremljeno s plinsko centralno ogrevanje, klimatskimi napravami, aluminijastim stavbnim pohištvom, varnostnimi vhodnimi vrati in video domofonom. Kakovostna gradnja in oprema prispevajo k udobnemu bivalnemu okolju in enostavnemu vzdrževanju.Nepremičnina je primerna za dolgoročni najem in predstavlja trdno izbiro za tiste, ki iščejo funkcionalno stanovanje v novejši stavbi z dvigalom.Za vsa dodatna vprašanja nas prosimo kontaktirajte.... Več na eurovilla.hr, ID: 132908",Mesto Zagreb,VSE,Zagreb-mesto,Oporovec,https://www.nepremicnine.net/oglasi-oddaja/oporovec-dubrava-stanovanje_7305902/
7360130,"OPOROVEC, GRANEŠINA",Stanovanje,1-sobno,1.0,750.0,EUR,52.0,,,"52 m2, 1-sobno, oddamo. Cena: 750,00 EUR/mes",,,,,,https://www.nepremicnine.net/oglasi-oddaja/oporovec-granesina-stanovanje_7360130/
7325042,"OPOROVEC, GRANEŠINA",Stanovanje,1-sobno,1.0,700.0,EUR,58.0,,,"58 m2, 1-sobno, oddamo. Cena: 700,00 EUR/mes","Zagreb, Dubrava, čudovito enosobno stanovanje v tretjem nadstropju dobro vzdrževane stanovanjske stavbe.Stanovanje obsega predsobo z vgradnimi omarami, dnevno sobo in jedilnico z izhodom na balkon, kopalnico, shrambo, spalnico z garderobno sobo, ki ima izhod na drugi balkon.Stanovanju pripada zunanje parkirno mesto.Popolnoma opremljeno s pohištvom in gospodinjskimi aparati.Nahaja se v neposredni bližini javnega prevoza, avtobusna postaja je nasproti stavbe, trgovin, šol, restavracij in vseh ostalih vsebin, potrebnih za kvalitetno življenje.Za vse dodatne informacije smo vam na voljo.... Več na eurovilla.hr, ID: 588100",Mesto Zagreb,VSE,Zagreb-mesto,Oporovec,https://www.nepremicnine.net/oglasi-oddaja/oporovec-granesina-stanovanje_7325042/
7372209,"OPOROVEC, GRANEŠINA",Stanovanje,2-sobno,2.0,1200.0,EUR,77.0,,,"77 m2, 2-sobno, oddamo. Cena: 1.200,00 EUR/mes","Zagreb, Dubrava, prenovljeno enosobno stanovanje površine 77 m2 v tretjem nadstropju dobro vzdrževane stanovanjske stavbe.Stanovanje obsega predsobo, odprt prostor s kuhinjo, jedilnico in dnevno sobo, prostorno spalnico, balkon in kopalnico.Stanovanjska stavba se nahaja na živahni lokaciji v Dubravi, v bližini vseh pomembnih dobrin, kot so trgovine, lekarna, šole, bolnišnica in drugo.Za več informacij nas kontaktirajte.... Več na eurovilla.hr, ID: 575560",Mesto Zagreb,VSE,Zagreb-mesto,Oporovec,https://www.nepremicnine.net/oglasi-oddaja/oporovec-granesina-stanovanje_7372209/
7020337,"OPOROVEC, GRANEŠINA",Stanovanje,2-sobno,2.0,1000.0,EUR,79.0,,,"79 m2, 2-sobno, oddamo. Cena: 1.000,00 EUR/mes","Zagreb, Dubrava, prenovljeno dvosobno stanovanje površine 79 m2 v drugem nadstropju dobro vzdrževane stanovanjske stavbe.Stanovanje obsega predprostor, odprt prostor s kuhinjo, jedilnico in dnevno sobo, dve prostorni spalnici, balkon in kopalnico.Stanovanjska stavba se nahaja na frekventni lokaciji v Dubravi, blizu vseh bistvenih dobrin, kot so trgovine, lekarna, šole, bolnišnica in drugo.Za več informacij nas kontaktirajte.... Več na eurovilla.hr, ID: 754153",Mesto Zagreb,VSE,Zagreb-mesto,Oporovec,https://www.nepremicnine.net/oglasi-oddaja/oporovec-granesina-stanovanje_7020337/
7413001,OREHOVA VAS,Stanovanje,3-sobno,3.0,950.0,EUR,75.0,1970,1,"75 m2, 3-sobno, zgrajeno l. 1970, adaptirano l. 2026, 1. nad., Popolnoma opremljeno stanovanje, oddamo. Cena: 950,00 EUR...","V naselju Orehova vas pri Mariboru oddamo svetlo, lepo urejeno, popolnoma opremljeno 3-sobno stanovanje velikosti 75m2, ki se nahaja v 1.nadstropju hiše.
Lokacija je mirna in odmaknjena od hrupa, obenem pa je v bližini vsa potrebna infrastruktura: vrtec, šola, pošta, lekarna, občina, trgovine, pekarna, bencinska črpalka, avtobusna postaja, železniška postaja, hiter dostop do avtoceste.
Stanovanje se nahaja v bližini mesta Maribor.
Stanovanje obsega predsobo, kopalnico, prostoren in svetel dnevni prostor s sedežno garnituro ter kuhinjo in jedilnico. Poleg dnevnega prostora se nahaja še manjša spalnica z kavčem in večja spalnica s posteljo za 2 osebi z veliko garderobno omaro.
Stanovanju pripada lastniško parkirišče za avtomobili.
Stanovanje je lepo opremljeno, ima vse gospodinjske aparate (hladilnik, steklo-keramična plošča, pečica, velik pomivalni stroj), napa.
Ogrevanje je z kurilnim oljem.
Hišni ljubljenčki so dovoljeni.
Kajenje v stanovanju ni dovoljeno. Kajenje je dovoljeno samo na balkonu ali na urejeni parceli.
Stanovanje je vseljivo takoj, varščina znaša 2 mesečne najemnine.",Podravska,Maribor,Hoče - Slivnica,Orehova Vas,https://www.nepremicnine.net/oglasi-oddaja/orehova-vas-stanovanje_7413001/
7410382,ORMOŽ,Stanovanje,3-sobno,3.0,1050.0,EUR,100.0,2025,1/3,"100 m2, 3-sobno, adaptirano l. 2025, 1/3 nad., oddamo. Cena: 1.050,00 EUR/mes",,Podravska,Ormož,Ormož,Ormož,https://www.nepremicnine.net/oglasi-oddaja/ormoz-stanovanje_7410382/
7414553,"ORMOŽ, PTUJSKA CESTA 12B",Stanovanje,2-sobno,2.0,295.0,EUR,46.0,1986,4/4,"46 m2, 2-sobno, zgrajeno l. 1986, 4/4 nad., oddamo. Cena: 295,00 EUR/mes",,Podravska,Ormož,Ormož,Ormož,https://www.nepremicnine.net/oglasi-oddaja/ormoz-ptujska-cesta-12b-stanovanje_7414553/
7394523,"OSIJEK - CENTER, DOBRIŠE CESARIĆA",Stanovanje,2-sobno,2.0,750.0,EUR,94.0,,,"94 m2, 2-sobno, oddamo. Cena: 750,00 EUR/mes","Osijek, center mesta: Na voljo je prostorno in moderno opremljeno stanovanje s skupno površino 94 m² za najem. Stanovanje obsega dve spalnici, kuhinjo z jedilnico, dve kopalnici, dnevno sobo, prostorno garderobno sobo in zaprto teraso z dodatno shrambo. Stanovanje je v celoti opremljeno z vsem, kar je potrebno za udobno bivanje. Vključuje tri klimatske naprave, tri televizorje, električni kamin, ambientalno razsvetljavo, sef za osebne stvari, videonadzor za večjo varnost, domofon, hitri optični internet, hladilnik, pečico, mikrovalovno pečico, indukcijsko kuhalno ploščo, delovno mizo in vse ostale bistvene pripomočke, potrebne za vsakdanje življenje. Stanovanje se nahaja v visokem pritličju in ima zasebno zunanje parkirno mesto, ki se nahaja neposredno pred stavbo. Njegova orientacija je vzhod-zahod.Lokacija: Stanovanje se nahaja v mirni ulici na odlični lokaciji. Od Tvrđe je oddaljeno le 3 minute hoje, od supermarketa Konzum 1 minuto hoje in od lokalnega zdravstvenega doma 3 minute hoje. Dve osnovni šoli sta oddaljeni približno 11 minut hoje. Do centra mesta Osijek se pride v približno 5 minutah z avtomobilom ali 10 minutah peš, medtem ko je rečna promenada oddaljena le 5 minut hoje.Za več informacij ali dogovor za ogled nas prosimo kontaktirajte.... Več na eurovilla.hr, ID: 662062",Osiješko-baranjska,VSE,Osijek,Osijek - Center,https://www.nepremicnine.net/oglasi-oddaja/osijek-center-dobrise-cesarica-stanovanje_7394523/
7315826,"OSIJEK - CENTER, GORNJI GRAD / CENTAR",Stanovanje,1-sobno,1.0,600.0,EUR,37.0,,,"37 m2, 1-sobno, oddamo. Cena: 600,00 EUR/mes","Osijek, Center mesta – garsonjera za najem s površino 37,12 m², ki se nahaja v 1. nadstropju večstanovanjske stavbe, zgrajene leta 2024.Stanovanje obsega predsobo, dnevno sobo s kuhinjo in jedilnico, kopalnico ter ložo s površino 8,63 m².Stanovanje je popolnoma opremljeno; kuhinja vključuje indukcijsko kuhalno ploščo, pečico, mikrovalovno pečico, hladilnik, grelnik vode in pomivalni stroj. Dnevna soba ima TV, kopalnica pa pralni stroj. Stanovanju pripada tudi eno parkirno mesto.Glavni bivalni prostor je zasnovan tako, da omogoča, z manjšo prilagoditvijo postavitve, ustvarjanje majhnega jedilnega prostora, ki ga je mogoče ločiti od kuhinje.Lokacija stavbe je tisto, kar resnično izstopa pri tej garsonjeri – v kratki, približno 10-minutni hoji so na voljo vse bistvene dobrine: šola, vrtec, trgovine, javni prevoz, Trg bana Josipa Jelačića in Opus Arena.Za vsa dodatna vprašanja in informacije smo vam vedno na voljo.... Več na eurovilla.hr, ID: 735338",Osiješko-baranjska,VSE,Osijek,Osijek - Center,https://www.nepremicnine.net/oglasi-oddaja/osijek-center-gornji-grad--centar-stanovanje_7315826/
7282419,"OSIJEK - CENTER, GORNJI GRAD / CENTAR",Stanovanje,2-sobno,2.0,750.0,EUR,72.0,,,"72 m2, 2-sobno, oddamo. Cena: 750,00 EUR/mes","Osijek, Center, oddaja se trisobno stanovanje v samem centru mesta, ki se nahaja v 2. nadstropju stanovanjske stavbe. Stanovanje ima skupno uporabno površino 56,09 m² in obsega hodnik, kopalnico, dnevno sobo, povezano z jedilnico in kuhinjo, shrambo in dve spalnici, kar ga dela funkcionalnega in praktičnega za vsakdanje življenje. Stanovanju pripada tudi balkon velikosti 4,32 m², ki zagotavlja dodaten zunanji prostor za sprostitev.Posebna prednost te nepremičnine sta kar dve pripadajoči parkirni mesti - P1 velikosti 11,04 m² in P2 velikosti 14,37 m², kar je izjemno velika ugodnost za lokacijo v centru mesta.Stanovanje je opremljeno s klimatsko napravo, ogrevanje pa je plinsko preko radiatorjev, kar omogoča učinkovito ogrevanje in nadzor nad porabo. Zahvaljujoč razporeditvi prostorov je stanovanje idealno za par, manjšo družino ali ljudi, ki si želijo udobja bivanja v samem centru mesta.Centralna lokacija zagotavlja takojšnjo bližino vseh pomembnih vsebin - trgovin, javnega prevoza, šol, vrtcev, univerz, restavracij, kavarn, lekarn in drugih mestnih institucij, kar poenostavlja in praktično olajša vsakdanje življenje.Za vsa dodatna vprašanja in dogovor za ogled nepremičnine smo vam na voljo.... Več na eurovilla.hr, ID: 129123",Osiješko-baranjska,VSE,Osijek,Osijek - Center,https://www.nepremicnine.net/oglasi-oddaja/osijek-center-gornji-grad--centar-stanovanje_7282419/
7347393,"OSIJEK - CENTER, GORNJI GRAD / CENTAR",Stanovanje,2-sobno,2.0,2200.0,EUR,90.0,,,"90 m2, 2-sobno, oddamo. Cena: 2.200,00 EUR/mes","Osijek, Gornji Grad – na novo prenovljeno trisobno stanovanje za najem na odlični lokacijiProstorno in popolnoma prenovljeno trisobno stanovanje s skupno površino 90 m² je na voljo za najem v mirni, zeleni soseski v Gornjem Gradu. Čeprav se nahaja v tradicionalni starejši stavbi, je bilo stanovanje popolnoma prenovljeno in ponuja sodoben in udoben bivalni prostor.Stanovanje obsega veliko dnevno sobo, ločeno kuhinjo, dve spalnici, kopalnico, dodatno stranišče za goste, garderobno sobo/shrambo, predsobo, teraso in prostoren zasebni vrt, ki je izključno v uporabi tega stanovanja. Notranjost je bila skrbno zasnovana, z obnovljenim parketom ter popolnoma novim pohištvom in kuhinjskimi inštalacijami. Kuhinja je v celoti opremljena z vsemi potrebnimi aparati, okna so PVC, ogrevanje pa je zagotovljeno preko mestnega ogrevalnega sistema.Lokacija je izjemno priročna in idealna za vsakodnevno življenje. V bližini so zdravstveni dom, športno igrišče srednje šole in zgodovinska četrt Tvrđa, medtem ko so mestno središče, osnovna šola in vrtec oddaljeni deset minut hoje. Pred stavbo je na voljo veliko parkirnih mest.Za več informacij ali dogovor za ogled nas prosimo kontaktirajte.... Več na eurovilla.hr, ID: 585386",Osiješko-baranjska,VSE,Osijek,Osijek - Center,https://www.nepremicnine.net/oglasi-oddaja/osijek-center-gornji-grad--centar-stanovanje_7347393/
7358580,"OSIJEK - CENTER, GORNJI GRAD / CENTAR",Stanovanje,3-sobno,3.0,2500.0,EUR,200.0,,,"200 m2, 3-sobno, oddamo. Cena: 2.500,00 EUR/mes","Osijek – Center mestaProstoren poslovni prostor velikosti 200 m² je na voljo za najem v srcu Osijeka, ki se nahaja v prvem nadstropju stavbe, zgrajene leta 1897, ene najzgodnejših secesijskih stavb v mestu.Nepremičnina obsega:Tri sobeVeliko osrednjo dvorano/soboKuhinjoShrambo/skladiščeKopalnicoLočen WCHodnik in vhodni prostorDostop do prostorne terase velikosti približno 40 m²Ogrevalni sistem je kombiniran, delno priključen na daljinsko ogrevanje in delno zagotovljen z električnimi marmornimi grelnimi ploščami.Talne obloge so parket in keramične ploščice.Večina prostorov je opremljena z visokokakovostnim klimatskim sistemom, nameščena pa je tudi optična internetna povezava, ki zagotavlja nemoteno in učinkovito poslovanje.Nepremičnina uživa odlično lokacijo v samem centru mesta, blizu vseh bistvenih dobrin in le 5 minut hoje od Trga Ante Starčevića.Prostor je primeren za pisarniške dejavnosti, odvetniške pisarne, računovodske pisarne, medicinske klinike, izobraževalne centre in različne druge poslovne namene.Nepremičnina je na voljo izključno za dolgoročni najem.Za dodatne informacije ali dogovor za ogled nas prosimo kontaktirajte.... Več na eurovilla.hr, ID: 584750",Osiješko-baranjska,VSE,Osijek,Osijek - Center,https://www.nepremicnine.net/oglasi-oddaja/osijek-center-gornji-grad--centar-stanovanje_7358580/
7383038,"OSIJEK - CENTER, GORNJI GRAD / CENTAR",Stanovanje,4-sobno,4.0,2200.0,EUR,260.0,,,"260 m2, 4-sobno, oddamo. Cena: 2.200,00 EUR/mes","Osijek, Gornje mesto: Prostorno dvonadstropno stanovanje je na voljo za najem v drugem nadstropju stanovanjske stavbe. Stanovanje ponuja 243 m² zaprte bivalne površine, dopolnjene s 30 m² veliko teraso.Prva etaža obsega 20 m² veliko kuhinjo, impresivno 85 m² veliko dnevno sobo, 12 m² veliko spalnico, stranišče za goste, shrambo in 30 m² veliko teraso. Zgornja etaža vključuje 20 m² veliko galerijo, tri spalnice velikosti 17 m², 19 m² in 16 m², dve kopalnici in dodatne pomožne prostore, kar zagotavlja funkcionalno razporeditev, primerno za družinski ali poslovni najem.Stanovanje je v celoti opremljeno, morebitne spremembe ali prilagoditve pa se lahko dogovorijo z lastnikom, da se ustreže potrebam bodočega najemnika.Nepremičnina se nahaja v srcu Osijeka, v neposredni bližini Zdravstvenega doma, Univerze, glavnega mestnega trga, javnega prevoza in zgodovinskega okrožja Tvrđa. Vsi bistveni objekti, vključno s trgovinami, restavracijami, šolami in drugimi storitvami, so priročno locirani v bližini.Za več informacij ali dogovor za ogled nas prosimo kontaktirajte.... Več na eurovilla.hr, ID: 432743",Osiješko-baranjska,VSE,Osijek,Osijek - Center,https://www.nepremicnine.net/oglasi-oddaja/osijek-center-gornji-grad--centar-stanovanje_7383038/
